Hi,Hi.
Come and help us.,Njoo utusaidie.
Come sit with us.,Njoo ukae nasi.
Come to my house.,Njoo nyumbani kwangu.
Continue digging.,Endelea kuchimba.
Continue working.,Endelea kufanya kazi.
Cut the potatoes.,Kata viazi.
Do not interfere!,Usiingilie!
Do you know them?,Je! Unawajua?
Do you trust Tom?,Je! Unamwamini Tom?
Do your own work.,Fanya kazi yako mwenyewe.
Don't look at me.,Usiniangalie.
Don't use my pen.,Usitumie kalamu yangu.
Don't use my pen.,Usitumie kalamu yangu.
Don't yell at me.,Usinipigie.
Eat your veggies.,Kula veggies zako.
Give me the book.,Nipe kitabu.
Give me the book.,Nipe kitabu.
He doesn't smoke.,Yeye hana moshi.
He heard a shout.,Alisikia kelele.
He heard a shout.,Alisikia kelele.
He is my brother.,Yeye ni kaka yangu.
He is not stupid.,Yeye sio mjinga.
He is past forty.,Amepita arobaini.
He likes to hunt.,Yeye anapenda kuwinda.
He loves rituals.,Yeye anapenda mila.
He's over thirty.,Yeye ni zaidi ya thelathini.
Here is the bill.,Hapa kuna muswada.
Here is your bag.,Hapa kuna begi lako.
Here is your key.,Hapa kuna ufunguo wako.
How about a walk?,Vipi kuhusu kutembea?
"How are you, Tom?","Habari yako, Tom?"
How embarrassing!,Jinsi ya aibu!
How embarrassing!,Jinsi ya aibu!
How long is this?,Hii ni muda gani?
How tall are you?,Una urefu gani?
How unlucky I am!,Sina unlucky!
How unlucky I am!,Sina unlucky!
How you've grown!,Jinsi umekua!
I agree with him.,Nakubaliana naye.
I agree with you.,Nakubaliana nawe.
I agree with you.,Nakubaliana nawe.
I also like cake.,Napenda keki pia.
I am from Russia.,Mimi ni kutoka Urusi.
I am not thirsty.,Sina kiu.
I believe in God.,Ninamwamini Mungu.
I believe in you.,Ninaamini kwako.
I don't know her.,Simjui.
I don't know her.,Simjui.
I don't know him.,Simjui.
I don't know him.,Simjui.
I don't know why.,Sijui kwanini.
I don't know you.,Sijui wewe.
I don't like her.,Simpendi.
I don't like her.,Simpendi.
I don't love you.,Sikupendi.
I go to the park.,Ninaenda Hifadhi.
I have a brother.,Nina kaka.
I have a problem.,Nina shida.
I have to go now.,Lazima niende sasa.
I have to go now.,Lazima niende sasa.
I knit every day.,Niliunganisha kila siku.
I know I'm wrong.,Najua nimekosea.
I know your name.,Najua jina lako.
I know your name.,Najua jina lako.
I like chocolate.,Napenda chokoleti.
I like red roses.,Napenda waridi nyekundu.
I like red roses.,Napenda waridi nyekundu.
I like your plan.,Napenda mpango wako.
I like your work.,Napenda kazi yako.
I live near here.,Ninaishi karibu hapa.
I look up to you.,Ninakutazama.
I made a mistake.,Nilifanya makosa.
I made a mistake.,Nilifanya makosa.
I made it myself.,Niliifanya mwenyewe.
I miss you badly.,Nimekukosa vibaya.
I miss you badly.,Nimekukosa vibaya.
I need some rest.,Ninahitaji kupumzika.
I need your help.,Ninahitaji msaada wako.
I need your help.,Ninahitaji msaada wako.
I said I'm sorry.,Nikasema samahani.
I still hate you.,Bado nakuchukia.
I still miss Tom.,Bado ninamkosa Tom.
I waited for you.,Nilikusubiri.
I walk to school.,Ninatembea kwenda shule.
I want vengeance.,Nataka kulipiza kisasi.
I won't harm you.,Sitakuumiza.
I'll eat it here.,Nitakula hapa.
I'll eat it here.,Nitakula hapa.
I'm a bit hungry.,Nina njaa kidogo.
I'm from America.,Mimi ni kutoka Amerika.
I'm from Croatia.,Ninatoka Kroatia.
I'm going to run.,Nitaendesha.
I'm just looking.,Ninaangalia tu.
I'm very popular.,Mimi ni maarufu sana.
I'm very thirsty.,Nina kiu sana.
I'm your partner.,Mimi ni mwenzi wako.
I've lost my bag.,Nimepoteza begi langu.
Is that your mom?,Je! Huyo ni mama yako?
Is this your car?,Je! Hii ni gari lako?
Is this your car?,Je! Hii ni gari lako?
Is this your pen?,Je! Hii ni kalamu yako?
It can't be true.,Haiwezi kuwa kweli.
It may rain soon.,Inaweza kunyesha hivi karibuni.
It may rain soon.,Inaweza kunyesha hivi karibuni.
It's a good book.,Ni kitabu kizuri.
It's a good deal.,Ni mpango mzuri.
Its color is red.,Rangi yake ni nyekundu.
Its color is red.,Rangi yake ni nyekundu.
Let's play cards.,Wacha tucheze kadi.
"Listen to me, OK?","Nisikilize, sawa?"
Mary slapped Tom.,Mariamu alimpiga Tom.
May I come again?,Naweza kuja tena?
My scarf is blue.,Scarf yangu ni bluu.
Never tell a lie!,Kamwe usiseme uwongo!
No one helped me.,Hakuna mtu aliyenisaidia.
No one is coming.,Hakuna anayekuja.
No one will know.,Hakuna mtu atakayejua.
Nobody's perfect.,Hakuna aliye mkamilifu.
Nobody's perfect.,Hakuna aliye mkamilifu.
Please don't ask.,Tafadhali usiulize.
Please don't cry.,Tafadhali usilia.
Please don't cry.,Tafadhali usilia.
Please let me go.,Tafadhali niruhusu niende.
Please make sure.,Tafadhali hakikisha.
She despised him.,Alimdharau.
She despised him.,Alimdharau.
She kept working.,Aliendelea kufanya kazi.
She kept working.,Aliendelea kufanya kazi.
She lost her way.,Alipoteza njia yake.
She may not come.,Anaweza asije.
She said goodbye.,Alisema kwaheri.
She was promoted.,Alipandishwa.
Sit at the table.,Kaa mezani.
"Sit down, please.","Kaa chini, tafadhali."
"Sit down, please.","Kaa chini, tafadhali."
Summer has ended.,Majira ya joto yameisha.
Summer has ended.,Majira ya joto yameisha.
Swimming is easy.,Kuogelea ni rahisi.
Take a short cut.,Chukua kata fupi.
Take me with you.,Twende pamoja.
Tell him to wait.,Mwambie asubiri.
That's good news.,Hiyo ni habari njema.
The book is easy.,Kitabu ni rahisi.
The book is easy.,Kitabu ni rahisi.
The car is ready.,Gari iko tayari.
The dog is dying.,Mbwa anakufa.
The door is open.,Mlango umefunguliwa.
The sea is rough.,Bahari ni mbaya.
The sky is clear.,Anga ni wazi.
The well ran dry.,Kisima kikiwa kavu.
There's no doubt.,Hakuna shaka.
This book is old.,Kitabu hiki ni cha zamani.
This is her book.,Hiki ni kitabu chake.
Tom can run fast.,Tom anaweza kukimbia haraka.
Tom doesn't know.,Tom hajui.
Tom got very mad.,Tom alikasirika sana.
Tom hurt himself.,Tom alijiumiza.
Tom is angry now.,Tom amekasirika sasa.
Tom is my friend.,Tom ni rafiki yangu.
Tom is out there.,Tom yuko nje.
Tom seemed bored.,Tom alionekana kuchoka.
Tom seems OK now.,Tom anaonekana sawa sasa.
Try it once more.,Jaribu mara nyingine tena.
Walk ahead of me.,Tembea mbele yangu.
We have a chance.,Tunayo nafasi.
We have two ears.,Tunayo masikio mawili.
We lost the game.,Tulipoteza mchezo.
We'd better wait.,Bora tusubiri.
Welcome to Japan.,Karibu Japan.
What color is it?,Ni rangi gani?
What do you like?,Unapenda nini?
What do you like?,Unapenda nini?
What do you mean?,Unamaanisha nini?
What do you mean?,Unamaanisha nini?
What do you want?,Unataka nini?
What do you want?,Unataka nini?
What if he fails?,Je! Ikiwa atashindwa?
What is going on?,Nini kinaendelea?
What should I do?,Nifanye nini?
What should I do?,Nifanye nini?
What should I do?,Nifanye nini?
What's happening?,Nini kinaendelea?
What's happening?,Nini kinaendelea?
What's she doing?,Anafanya nini?
What's she doing?,Anafanya nini?
What's your name?,Jina lako nani?
When shall we go?,Tutaenda lini?
When shall we go?,Tutaenda lini?
Where is my book?,Kitabu changu kiko wapi?
Where is the boy?,Mvulana yuko wapi?
Where's the boss?,Bosi yuko wapi?
Where's the boss?,Bosi yuko wapi?
Who is this girl?,Msichana huyu ni nani?
Who took my keys?,Nani alichukua funguo zangu?
Who wrote Hamlet?,Nani aliandika Hamlet?
Why are you here?,Kwa nini uko hapa?
Why did you quit?,Kwa nini uliacha?
Why is she angry?,Kwa nini amekasirika?
Why is she angry?,Kwa nini amekasirika?
You may be right.,Unaweza kuwa sawa.
You should sleep.,Unapaswa kulala.
You should sleep.,Unapaswa kulala.
You should sleep.,Unapaswa kulala.
You'll love this.,Utapenda hii.
You've earned it.,Umeipata.
Your dog is here.,Mbwa wako yuko hapa.
Your dog is here.,Mbwa wako yuko hapa.
Your face is red.,Uso wako ni nyekundu.
Can I go home now?,Je! Ninaweza kwenda nyumbani sasa?
Can't you feel it?,Je! Huwezi kuhisi?
Clean up the room.,Safisha chumba.
Come here at once.,Njoo hapa mara moja.
Come swim with me.,Njoo kuogelea nami.
Defend yourselves.,Jitetee.
Didn't I say that?,Sikusema hivyo?
Do you have a car?,"Je, una gari?"
Do you have a car?,"Je, una gari?"
Do you have money?,Je! Una pesa?
Do you like music?,Je! Unapenda muziki?
Do you love music?,Je! Unapenda muziki?
Do you work alone?,Je! Unafanya kazi peke yako?
Don't look for me.,Usinitafute.
Don't tell anyone.,Usimwambie mtu yeyote.
He agreed with me.,Alikubaliana nami.
He blocked my way.,Alizuia njia yangu.
He died yesterday.,Alikufa jana.
He does not smoke.,Yeye havuta moshi.
He does not smoke.,Yeye havuta moshi.
He drank a little.,Alikunywa kidogo.
He isn't a smoker.,Yeye sio sigara.
He lives in Tokyo.,Anaishi Tokyo.
He lives in Tokyo.,Anaishi Tokyo.
He must find work.,Lazima apate kazi.
He struck a match.,Alipiga mechi.
He talks too fast.,Anaongea haraka sana.
He talks too much.,Anaongea sana.
He threw the ball.,Akatupa mpira.
He's looking good.,Anaonekana mzuri.
Here is your book.,Hapa kuna kitabu chako.
Here's your order.,Hapa kuna agizo lako.
His eyes are blue.,Macho yake ni bluu.
How lucky you are!,Una bahati gani!
How lucky you are!,Una bahati gani!
How lucky you are!,Una bahati gani!
How should I know?,Je! Ninapaswa kujuaje?
How should I know?,Je! Ninapaswa kujuaje?
How should I know?,Je! Ninapaswa kujuaje?
I agreed with her.,Nilikubaliana naye.
I also found this.,Nilipata pia hii.
I am coming today.,Ninakuja leo.
I am in the house.,Niko ndani ya nyumba.
I appreciate this.,Nashukuru hii.
I can't stand him.,Siwezi kumsimamisha.
I don't blame him.,Simlaumu.
I don't blame you.,Sikulaumu.
I don't blame you.,Sikulaumu.
I don't have time.,Sina wakati.
I don't have time.,Sina wakati.
I don't live here.,Siishi hapa.
I found him a job.,Nilimpata kazi.
I have a question.,Nina swali.
I have no sisters.,Sina dada.
I have one sister.,Nina dada mmoja.
I have to find it.,Lazima nipate.
I have to find it.,Lazima nipate.
I have to go home.,Lazima niende nyumbani.
I knew it was you.,Nilijua ni wewe.
I know he is busy.,Najua yuko busy.
I like coffee hot.,Napenda kahawa moto.
I like coffee hot.,Napenda kahawa moto.
I like short hair.,Napenda nywele fupi.
I like your offer.,Napenda ofa yako.
I lost my glasses.,Nilipoteza glasi zangu.
I love California.,Ninapenda California.
I love that chair.,Ninapenda kiti hicho.
I really miss you.,Nimekukosa sana.
I saw him running.,Nilimwona akikimbia.
I saw him running.,Nilimwona akikimbia.
I saw your father.,Nilimwona baba yako.
I think I'm right.,Nadhani niko sawa.
I want to be here.,Nataka kuwa hapa.
I want to go home.,Ninataka kwenda nyumbani.
I was just mugged.,Nilikuwa nimepigwa tu.
I worry about him.,Nina wasiwasi juu yake.
I'll do it myself.,Nitafanya mwenyewe.
I'll get the food.,Nitapata chakula.
I'm from Bulgaria.,Mimi ni kutoka Bulgaria.
I'm just like you.,Mimi ni kama wewe.
I'm not a student.,Mimi sio mwanafunzi.
I'm not a tourist.,Mimi sio mtalii.
I'm not ready yet.,Siko tayari bado.
I'm over eighteen.,Nina zaidi ya kumi na nane.
I'm really hungry.,Nina njaa kweli.
I'm really hungry.,Nina njaa kweli.
I'm really hungry.,Nina njaa kweli.
I've done my best.,Nimefanya bora yangu.
"Is Tom there, too?","Je! Tom yupo, pia?"
Is anyone looking?,Je! Kuna mtu anaangalia?
Is that pure gold?,Je! Hiyo ni dhahabu safi?
Is that your room?,Je! Hiyo ni chumba chako?
Is this your bike?,Je! Hii ni baiskeli yako?
Is this your book?,Je! Hiki ni kitabu chako?
It is our destiny.,Ni hatima yetu.
It is sunny today.,Ni jua leo.
It was very weird.,Ilikuwa ya kushangaza sana.
It's an old piano.,Ni piano ya zamani.
It's for tourists.,Ni kwa watalii.
It's on the table.,Iko kwenye meza.
It's too far away.,Ni mbali sana.
Keep away from me.,Weka mbali nami.
Let's flip a coin.,Wacha tuachilie sarafu.
Let's flip a coin.,Wacha tuachilie sarafu.
Let's get started.,Tuanze.
Let's play soccer.,Wacha tucheze mpira.
Let's play soccer.,Wacha tucheze mpira.
My bag was stolen.,Mfuko wangu uliibiwa.
My father is rich.,Baba yangu ni tajiri.
My uncle is angry.,Mjomba wangu amekasirika.
No one has failed.,Hakuna mtu aliyeshindwa.
No problem at all!,Hakuna shida hata kidogo!
No problem at all!,Hakuna shida hata kidogo!
Please forgive me.,Tafadhali nisamehe.
Please forgive me.,Tafadhali nisamehe.
Please look at me.,Tafadhali niangalie.
Say it in English.,Sema kwa Kiingereza.
Say it in English.,Sema kwa Kiingereza.
See you next week!,Tutaonana wiki ijayo!
She became famous.,Akawa maarufu.
She can jump high.,Anaweza kuruka juu.
She caught my eye.,Aligusa jicho langu.
She has blue eyes.,Ana macho ya bluu.
She likes oranges.,Yeye anapenda machungwa.
She likes running.,Anapenda kukimbia.
She looked lonely.,Alionekana mpweke.
She spoke rapidly.,Aliongea haraka.
She wept bitterly.,Alilia sana.
She wept bitterly.,Alilia sana.
She's not a child.,Yeye sio mtoto.
Stay away from me.,Kaa mbali nami.
Stay here with us.,Kaa hapa nasi.
Stay here with us.,Kaa hapa nasi.
Stop bothering me!,Acha kunisumbua!
Take his car keys.,Chukua funguo zake za gari.
Tell me the truth.,Niambie ukweli.
Thanks in advance.,Asante mapema.
That house is big.,Nyumba hiyo ni kubwa.
That's not my car.,Hiyo sio gari langu.
That's not my car.,Hiyo sio gari langu.
The cops are here.,Cops ziko hapa.
The pen is broken.,Kalamu imevunjwa.
They are very big.,Ni kubwa sana.
They followed you.,Walikufuata.
This dog is white.,Mbwa huyu ni mweupe.
This is his house.,Hii ndio nyumba yake.
This is my office.,Hii ndio ofisi yangu.
This isn't French.,Hii sio Kifaransa.
Tom drove the car.,Tom aliendesha gari.
Tom drove the car.,Tom aliendesha gari.
Tom is a nice man.,Tom ni mtu mzuri.
Tom is my hostage.,Tom ni mateka wangu.
Tom isn't so tall.,Tom sio mrefu sana.
Tom knows us well.,Tom anatujua vizuri.
Tom likes to knit.,Tom anapenda kuunganishwa.
Tom likes to read.,Tom anapenda kusoma.
Tom looks baffled.,Tom anaonekana kuwa mgumu.
Tom loves animals.,Tom anapenda wanyama.
Tom loves cooking.,Tom anapenda kupika.
Tom scored a goal.,Tom alifunga bao.
Tom sighed deeply.,Tom aligonga sana.
Tom would like it.,Tom angependa.
Visit us tomorrow.,Tutembelee kesho.
Visit us tomorrow.,Tutembelee kesho.
We don't know her.,Hatumjui.
We don't know her.,Hatumjui.
We don't know her.,Hatumjui.
We don't know him.,Hatumjui.
We don't know him.,Hatumjui.
We don't know him.,Hatumjui.
We don't know him.,Hatumjui.
We have a big dog.,Tuna mbwa mkubwa.
We have a problem.,Tuna shida.
We were all tired.,Wote tulikuwa tumechoka.
We'll protect Tom.,Tutamlinda Tom.
We're in mourning.,Tuko kwenye maombolezo.
We're old friends.,Sisi ni marafiki wa zamani.
Were you sleeping?,Ulikuwa umelala?
What did Tom make?,Tom alifanya nini?
What do they want?,Wanataka nini?
What if I'm right?,Je! Ikiwa niko sawa?
What is happening?,Nini kinaendelea?
What's the matter?,Kuna nini?
When are you busy?,Je! Uko busy lini?
When did you come?,Ulikuja lini?
When did you come?,Ulikuja lini?
Where are my keys?,Je! Funguo zangu ziko wapi?
Where do you work?,Unafanya kazi wapi?
Where do you work?,Unafanya kazi wapi?
Where do you work?,Unafanya kazi wapi?
Where is my watch?,Saa yangu iko wapi?
Where is the book?,Kitabu kiko wapi?
Where was he born?,Alizaliwa wapi?
Where will we eat?,Tutakula wapi?
Where's my father?,Baba yangu yuko wapi?
Where's the money?,Pesa ziko wapi?
Which car is ours?,Gari ipi ni yetu?
Which is your bag?,Je! Ni begi yako ipi?
Who ate the bread?,Nani alikula mkate?
Whose car is that?,Gari ni nani?
Whose car is this?,Gari ni nani?
Why are you alone?,Kwa nini uko peke yako?
Why are you going?,Kwa nini unaenda?
Why were you late?,Kwa nini umechelewa?
Yes. That's right.,Ndio. Hiyo ni sawa.
You are in my way.,Uko katika njia yangu.
You are my father.,Wewe ni baba yangu.
You are my father.,Wewe ni baba yangu.
You are my mother.,Wewe ni mama yangu.
You had better go.,Bora uende.
You had better go.,Bora uende.
You make me happy.,Unanifurahisha.
You make me happy.,Unanifurahisha.
You owe me a kiss.,Unanibusu busu.
You owe me a kiss.,Unanibusu busu.
You talk too much.,Unaongea sana.
You talk too much.,Unaongea sana.
You work too hard.,Unafanya kazi kwa bidii.
You work too hard.,Unafanya kazi kwa bidii.
You're mocking me.,Unanidhihaki.
Bananas are yellow.,Ndizi ni manjano.
Can I see this one?,Je! Ninaweza kuona hii?
Can I use your pen?,Je! Ninaweza kutumia kalamu yako?
Children are dying.,Watoto wanakufa.
Children love dogs.,Watoto wanapenda mbwa.
Come along with me.,Njoo pamoja nami.
Control yourselves.,Jidhibiti.
Do you like French?,Je! Unapenda Kifaransa?
Do you like apples?,Je! Unapenda maapulo?
Do you like apples?,Je! Unapenda maapulo?
Do you like tennis?,Je! Unapenda tenisi?
Do you like tennis?,Je! Unapenda tenisi?
Do you play soccer?,Je! Unacheza mpira wa miguu?
Do you play soccer?,Je! Unacheza mpira wa miguu?
Do you play soccer?,Je! Unacheza mpira wa miguu?
Do you play tennis?,Je! Unacheza tenisi?
Do you remember me?,Unanikumbuka?
Do you remember me?,Unanikumbuka?
Don't feed the dog.,Usilishe mbwa.
Don't get so angry.,Usikasirike sana.
Don't take chances.,Usichukue nafasi.
"Easy come, easy go.",Rahisi kuja rahisi kwenda.
Everybody gets old.,Kila mtu anazeeka.
First things first.,Kwanza vitu kwanza.
"Get back, get back!","Rudi, rudi!"
Have we met before?,Tumewahi kukutana hapo awali?
Have you been shot?,Umepigwa risasi?
Have you been shot?,Umepigwa risasi?
Have you been shot?,Umepigwa risasi?
He called for help.,Alitaka msaada.
He can drive a car.,Anaweza kuendesha gari.
He closed the door.,Alifunga mlango.
He doesn't like us.,Yeye hapendi sisi.
He has his own car.,Ana gari lake mwenyewe.
He hasn't come yet.,Hajakuja bado.
He is a war orphan.,Yeye ni yatima wa vita.
He is not Japanese.,Yeye sio Kijapani.
He is not a smoker.,Yeye sio sigara.
He kicked the ball.,Akapiga mpira.
He killed that man.,Alimuua mtu huyo.
He killed that man.,Alimuua mtu huyo.
He loves traveling.,Yeye anapenda kusafiri.
He wants vengeance.,Anataka kulipiza kisasi.
He works at a bank.,Yeye hufanya kazi katika benki.
He's a good person.,Yeye ni mtu mzuri.
He's a good person.,Yeye ni mtu mzuri.
Here comes the bus!,Hapa inakuja basi!
Here comes the bus!,Hapa inakuja basi!
Here comes the bus.,Hapa inakuja basi.
Here comes the bus.,Hapa inakuja basi.
Here's the address.,Hapa kuna anwani.
How do you do that?,Je! Unafanyaje hivyo?
How is the weather?,Hali ya hewa ikoje?
How's your brother?,Ndugu yako vipi?
I am an only child.,Mimi ni mtoto wa pekee.
I am from Shizuoka.,Mimi ni kutoka Shizuoka.
I can't play piano.,Siwezi kucheza piano.
I come from Brazil.,Ninatoka Brazil.
I don't believe it!,Siamini!
I don't believe it!,Siamini!
I drank the coffee.,Nilikunywa kahawa.
I expect your help.,Natarajia msaada wako.
I expect your help.,Natarajia msaada wako.
I have greasy skin.,Nina ngozi yenye grisi.
I have many photos.,Nina picha nyingi.
I have one brother.,Nina kaka mmoja.
I have one brother.,Nina kaka mmoja.
I just arrived now.,Nimefika tu sasa.
I just arrived now.,Nimefika tu sasa.
I know Tom is bald.,Najua Tom ni bald.
I know her address.,Najua anwani yake.
I know those girls.,Najua wasichana hao.
I know those girls.,Najua wasichana hao.
I know your father.,Najua baba yako.
I know your father.,Najua baba yako.
I know your mother.,Najua mama yako.
I looked around me.,Niliangalia karibu yangu.
I looked around me.,Niliangalia karibu yangu.
I love being alone.,Ninapenda kuwa peke yangu.
I love comic books.,Ninapenda vitabu vya ucheshi.
I met an old woman.,Nilikutana na mwanamke mzee.
I met an old woman.,Nilikutana na mwanamke mzee.
I need another one.,Nahitaji nyingine.
I need your advice.,Ninahitaji ushauri wako.
I really love dogs.,Nawapenda sana mbwa.
I saw the man jump.,Nilimwona yule mtu akiruka.
I swim once a week.,Ninaogelea mara moja kwa wiki.
